3735,2125,355,333,259,211,156,135,114,99,97,73,68,55,54,48,46,45,45,42,
1916,1487,326,312,197,205,151,134,111,90,46,72,68,55,49,47,41,45,39,34,
3735,2125,355,332,242,211,156,135,114,99,97,73,68,55,54,48,46,45,45,42,
3137,343,45,7,18,39,16,21,18,11,15,3,9,1,15,15,3,3,4,5,
2419,1919,311,331,252,190,144,118,99,93,85,71,59,54,41,40,43,42,42,40,
2762,1524,117,52,49,90,36,7,9,50,61,13,47,8,26,11,17,4,15,15,
507,1920,216,315,244,210,135,77,89,91,88,73,67,51,45,33,36,34,39,35,
81,495,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,
2980,1445,153,78,79,22,27,45,28,41,70,10,1,4,17,19,23,11,17,35,
10,381,12,14,2,0,6,12,3,4,0,1,0,6,5,0,7,0,5,0,
108,837,189,115,60,128,73,76,57,99,46,64,64,34,42,21,30,17,32,17,
842,2043,332,285,205,179,153,134,113,85,39,69,68,54,54,48,45,45,44,7,
439,1949,181,258,140,52,105,44,68,2,14,14,2,45,22,8,29,26,27,12,
925,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
94,566,14,13,8,6,15,17,17,1,0,9,6,15,0,1,2,5,8,0,
2612,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
855,2061,339,320,245,211,155,135,114,88,86,73,68,55,53,48,46,45,45,36,
651,509,52,33,80,17,18,25,13,5,50,1,0,3,6,18,11,9,8,27,
570,41,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
89,99,12,35,105,189,2,0,3,4,76,42,48,0,0,16,2,2,2,34,
142,837,5,0,0,1,5,4,1,1,0,0,0,0,5,0,8,0,1,0,
1455,144,10,17,5,3,2,0,1,0,35,0,0,0,4,0,1,0,3,6,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,19,7,3,46,170,3,6,0,0,23,33,59,0,0,20,1,3,1,2,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,38,7,3,5,59,2,4,0,0,36,27,55,0,0,27,2,3,0,0,
136,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,510,56,30,5,5,7,3,3,6,31,5,0,4,7,2,7,0,3,7,
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,2,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,2,0,23,13,1,0,0,0,0,33,0,0,0,0,0,2,0,0,29,
6,269,1,0,13,0,4,0,0,0,8,0,0,0,1,0,1,0,0,0,
