3735,2125,355,333,259,211,156,135,114,99,97,73,68,55,54,48,46,45,45,42,
3735,2125,355,333,259,211,156,135,114,99,97,73,68,55,54,48,46,45,45,42,
1926,709,3,1,7,34,1,5,3,5,1,1,2,1,7,3,5,0,0,3,
54,18,2,26,5,64,2,1,3,2,33,13,56,3,1,29,1,3,2,10,
3460,1823,36,9,58,59,21,14,6,25,44,0,1,4,12,0,6,3,5,9,
1607,62,12,6,45,2,6,6,1,72,34,0,0,0,15,0,10,0,4,16,
2629,9,1,1,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,
2609,32,0,4,1,1,1,2,0,0,8,0,0,0,0,0,0,0,0,0,
3326,1881,104,32,79,55,37,37,24,22,40,4,0,19,24,6,26,6,24,4,
407,104,0,0,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
726,2,0,19,19,1,0,0,2,2,23,0,0,0,0,1,2,1,0,21,
13,3,5,27,58,66,0,1,11,0,14,5,0,1,0,1,0,0,1,18,
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2418,63,21,38,20,21,4,15,6,7,52,11,0,0,1,6,8,5,3,35,
2400,7,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1939,15,0,1,1,0,1,0,1,0,5,0,0,0,0,0,0,1,0,1,
56,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
465,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
276,1,0,0,0,0,0,54,2,0,0,0,0,1,2,0,0,0,1,0,
0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2626,137,62,14,3,1,11,0,8,9,14,7,0,1,4,0,6,1,2,0,
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,43,1,0,0,0,0,4,1,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,157,84,73,174,168,63,26,26,21,43,49,16,15,16,16,8,27,17,13,
2419,15,1,9,4,1,0,0,0,0,35,0,0,0,0,0,0,0,0,5,
1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,428,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
2070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,152,99,9,4,5,9,8,15,44,3,2,1,8,36,0,25,2,24,0,
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
649,634,148,75,14,12,28,16,19,8,31,10,0,2,8,6,14,8,17,10,
1680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,104,125,210,186,160,51,64,73,16,91,64,30,17,9,34,13,20,12,42,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
24,350,3,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
