3735,2125,355,333,259,211,156,135,114,99,97,73,68,55,54,48,46,45,45,42,
3718,2124,353,330,259,210,156,135,112,99,97,73,68,55,54,48,46,42,45,42,
3735,2124,355,333,259,211,156,135,114,99,97,73,68,55,54,48,46,44,45,42,
3735,2125,355,333,258,211,156,135,114,99,97,73,68,55,54,48,46,45,45,42,
2026,1893,346,323,135,56,152,135,111,98,25,65,66,55,50,46,45,44,43,15,
1777,2009,341,311,169,98,151,126,106,99,46,61,34,51,54,28,39,40,42,24,
1084,2038,336,320,203,209,146,126,107,99,81,73,68,54,54,43,43,42,44,32,
969,949,181,226,176,147,98,135,100,77,44,62,39,53,38,40,29,40,32,24,
1838,586,175,94,35,32,29,43,43,32,45,9,2,7,26,14,21,14,15,30,
3722,2098,347,292,237,211,142,120,106,98,97,65,68,45,53,47,44,44,42,42,
1607,2124,355,333,259,211,156,135,114,99,97,73,68,55,54,48,46,45,45,42,
1863,159,1,0,0,6,0,1,0,0,1,0,2,0,0,1,0,0,0,0,
1896,220,22,23,62,3,10,23,13,2,27,0,0,2,1,9,7,8,4,12,
2625,1799,239,115,94,94,36,58,38,52,79,40,35,7,28,28,34,14,25,36,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
954,9,1,1,3,2,3,7,7,0,2,0,1,1,2,2,1,2,2,3,
50,658,11,2,1,18,8,2,2,3,0,1,10,5,4,7,2,1,2,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,223,28,16,60,178,9,11,3,14,53,58,64,4,3,34,5,4,4,4,
131,224,17,40,161,101,3,1,9,5,48,8,1,0,0,2,2,0,2,35,
86,370,53,84,148,171,20,28,26,29,42,61,25,14,17,27,8,11,15,8,
11,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
0,1,1,0,0,0,3,107,9,0,0,0,0,9,4,0,3,0,5,0,
104,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,0,0,
5,409,4,4,0,0,4,1,1,1,0,0,0,3,1,0,1,1,3,0,
1288,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2290,17,14,6,33,0,6,3,5,0,0,0,0,1,0,4,1,4,0,1,
85,5,3,14,2,0,0,1,0,0,4,0,0,0,0,0,2,0,0,12,
1,20,19,50,11,0,18,7,42,1,0,2,0,5,6,1,20,7,10,0,
1,1,1,2,1,21,0,0,0,0,25,6,48,0,0,19,0,0,0,0,
3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,21,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,771,38,2,0,0,10,2,0,20,0,0,0,0,7,0,11,0,10,0,
453,2,2,4,0,0,4,1,7,4,0,0,0,1,0,2,1,2,1,0,
170,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,
169,0,0,29,6,1,0,0,0,0,34,0,0,0,0,0,2,0,0,25,
2123,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1064,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,45,1,6,1,0,2,1,1,0,12,0,0,0,1,0,1,2,0,2,
89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
231,809,226,217,54,4,76,120,94,64,7,3,1,50,38,22,22,29,33,11,
270,11,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,
208,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1412,12,1,4,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,
255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,207,12,30,8,1,13,0,0,3,0,0,0,0,2,1,1,1,3,0,
66,767,216,280,154,55,127,21,92,52,8,11,5,44,38,16,21,30,22,15,
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,586,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
52,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,
221,101,16,15,3,4,1,0,0,0,23,1,0,1,3,0,3,0,1,6,
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,5,2,0,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,56,6,8,1,0,1,1,0,0,16,0,0,0,0,0,0,0,1,6,
