3735,2125,355,333,259,211,156,135,114,99,97,73,68,55,54,48,46,45,45,42,
3254,2039,178,58,94,113,88,47,19,68,66,20,41,27,45,23,30,3,36,15,
2532,1231,217,173,246,206,51,63,49,36,94,61,64,25,19,42,28,7,20,40,
3418,618,153,44,39,2,44,37,23,33,5,6,0,6,23,19,22,11,11,5,
53,123,101,301,73,19,52,36,41,21,1,32,8,33,16,2,20,14,12,2,
523,913,135,6,6,6,21,21,12,38,25,15,6,13,28,4,19,4,18,1,
522,1423,86,20,14,25,22,12,7,34,13,35,53,10,10,16,10,2,12,0,
758,7,2,0,0,1,5,0,1,0,0,0,0,1,0,0,0,2,1,0,
1151,279,122,39,5,5,19,26,13,17,35,3,2,3,9,13,12,4,5,13,
662,21,16,5,1,2,15,8,7,2,4,3,16,4,0,11,3,1,2,1,
97,75,241,51,92,73,40,19,19,17,38,67,64,18,6,16,17,10,15,7,
248,58,1,0,1,3,5,2,2,6,0,2,1,0,3,0,1,2,0,0,
976,103,12,1,0,0,7,6,4,8,1,0,0,5,7,3,2,2,1,2,
421,154,98,20,5,4,9,12,5,27,23,16,0,4,16,2,16,1,12,4,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
251,22,6,0,0,0,1,2,0,0,1,0,0,0,3,0,0,0,2,0,
22,157,10,3,1,2,7,2,8,6,0,0,1,8,9,5,2,1,2,0,
1,183,0,0,0,0,4,5,1,0,0,0,0,1,2,0,3,0,2,0,
25,88,59,50,53,98,11,21,22,32,71,26,62,11,4,30,5,10,6,22,
59,74,17,25,18,15,9,5,4,3,26,11,0,0,1,1,1,0,2,29,
8,21,4,10,97,77,3,3,2,5,21,40,6,2,1,6,0,0,2,5,
16,296,14,1,0,0,9,4,1,13,0,0,0,1,6,0,6,0,12,0,
1,21,48,0,0,0,11,117,27,8,0,0,0,38,9,0,9,3,14,0,
29,31,0,0,1,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,
3,242,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,
631,108,27,8,0,0,4,0,1,6,8,2,0,0,2,0,3,1,1,1,
278,6,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,
184,19,2,25,11,1,1,2,1,1,20,0,0,0,0,1,3,1,1,28,
2,50,46,12,5,2,10,25,49,12,0,5,0,7,13,4,25,9,21,0,
6,7,25,23,9,4,6,12,13,7,29,20,57,4,14,33,2,4,5,6,
10,267,3,1,2,2,3,1,0,0,0,0,0,11,2,0,0,0,1,0,
2,38,16,1,0,1,86,0,4,7,0,0,0,0,4,0,1,0,1,0,
535,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,121,34,4,2,2,3,2,1,19,0,0,0,1,5,0,6,1,0,0,
257,9,0,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,
199,4,8,0,0,1,1,0,4,2,0,0,0,0,0,0,1,0,0,0,
29,21,7,61,18,5,2,0,0,4,60,2,0,0,1,0,2,0,1,39,
428,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
248,6,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,
166,479,61,16,1,0,13,2,4,13,1,2,0,2,9,1,5,2,7,2,
